genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643584812613378, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643584812613378, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.050151553432525586, 'white_gazing': 0.08209532385127034}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.07024052736300243, 'white_gazing': 0.09352519662002769}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.774509803921564},"{'trajectory': -0.3153821611600036, 'white_gazing': 0.12837372478919282}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.009166716407061555, 'white_gazing': 0.13338414935276488}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.009166716407061555, 'white_gazing': 0.13338414935276488}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.009166716407061555, 'white_gazing': 0.13338414935276488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 17.418300653594766},"{'trajectory': 0.066034914152544, 'white_gazing': 0.09081659592559706}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06954145653616058, 'white_gazing': 0.090215700755478}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 16.10294117647059},"{'trajectory': -0.02674173534204791, 'white_gazing': 0.1468224235403491}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [12,13])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643584812613378, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.009166716407061555, 'white_gazing': 0.13338414935276488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.514705882352942},"{'trajectory': 0.06643584812613378, 'white_gazing': 0.09068306342984411}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 17.034313725490197},"{'trajectory': 0.009166716407061555, 'white_gazing': 0.13338414935276488}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.986928104575163},"{'trajectory': -0.33013518578888956, 'white_gazing': 0.10412600400632069}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 16.225490196078432},"{'trajectory': -0.25016154855711714, 'white_gazing': 0.09380257122114949}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 56.968954248366025},"{'trajectory': 0.41612672177207827, 'white_gazing': 0.15351330406567823}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.954248366013072},"{'trajectory': -0.1054250317729052, 'white_gazing': 0.11401167901620347}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 25.604575163398692},"{'trajectory': 0.4470174122362144, 'white_gazing': 0.12603506916856236}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.79084967320261},"{'trajectory': -1.149542846812407, 'white_gazing': 0.1201116266731788}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.080065359477125},"{'trajectory': 0.18178603141027833, 'white_gazing': 0.1125630568622423}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 17.418300653594766},"{'trajectory': 0.066034914152544, 'white_gazing': 0.09081659592559706}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 21.437908496732028},"{'trajectory': -1.2555406712072485, 'white_gazing': 0.1228552940129603}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 17.418300653594766},"{'trajectory': 0.066034914152544, 'white_gazing': 0.09081659592559706}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.058823529411764},"{'trajectory': 0.21616600624480103, 'white_gazing': 0.09505230069117164}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 17.949346405228756},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.11708808269324186}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 15.514705882352942},"{'trajectory': 5.914868390216319e-16, 'white_gazing': 0.15514705882352836}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 17.622549019607842},"{'trajectory': -1.0754291814387422, 'white_gazing': 0.11636789631935467}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 21.02124183006536},"{'trajectory': -1.355506761154612, 'white_gazing': 0.1118030792932493}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.986928104575163},"{'trajectory': -0.33013518578888956, 'white_gazing': 0.10412600400632069}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 16.127450980392155},"{'trajectory': 1.3064585959125328, 'white_gazing': 0.08892459144460158}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 20.040849673202608},"{'trajectory': 0.13778606675521188, 'white_gazing': 0.132980654749353}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 21.437908496732028},"{'trajectory': -1.2555406712072485, 'white_gazing': 0.1228552940129603}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 36.84640522875817},"{'trajectory': -0.6199389062863606, 'white_gazing': 0.1444964823139553}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 21.437908496732028},"{'trajectory': -1.2555406712072485, 'white_gazing': 0.1228552940129603}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 15.514705882352942},"{'trajectory': 5.914868390216319e-16, 'white_gazing': 0.15514705882352836}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 20.277777777777775},"{'trajectory': 0.2540172388291972, 'white_gazing': 0.11342862390670334}",0
