genome,fitnesses,descriptors,eval_time
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 16.919934640522875},"{'trajectory': -0.0909341645358455, 'white_gazing': 0.0885547929842272}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 16.919934640522875},"{'trajectory': -0.0909341645358455, 'white_gazing': 0.0885547929842272}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [11,11])}",{'brightness': 15.71078431372549},"{'trajectory': -5.990112867034275e-06, 'white_gazing': 0.15706292201484015}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 34.64869281045752},"{'trajectory': -0.05119679470135716, 'white_gazing': 0.11152786800032809}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [15,17])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,14])}",{'brightness': 16.919934640522875},"{'trajectory': -0.0909341645358455, 'white_gazing': 0.0885547929842272}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [13,13])}",{'brightness': 20.48202614379085},"{'trajectory': 0.3354976322105101, 'white_gazing': 0.1217940378234949}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [14,14])}",{'brightness': 15.514705882352942},"{'trajectory': 5.914868390216319e-16, 'white_gazing': 0.15514705882352836}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [13,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 15.980392156862743},"{'trajectory': 0.0034210952707706787, 'white_gazing': 0.15786605813789203}",0
"{VisionData(w=0, h=0), CPPN:8:3([0, 0], [12,12])}",{'brightness': 18.022875816993462},"{'trajectory': -1.5644435975196045, 'white_gazing': 0.1171079036842116}",0
"{VisionData(w=0, h=0), CPPN:8:3([1, 1], [14,16])}",{'brightness': 16.127450980392158},"{'trajectory': 0.009795333283062603, 'white_gazing': 0.15935961620303551}",0
